Tier,Points,Player ID
CHALLENGER,810,mi6CR9sqlJA2zCmZQINr7G5dJdKw7RFmRVWg3hIZq7RX2T3GgDb9Q_AJrcTqyOJSWL-oH-zqtIarUQ
CHALLENGER,810,dkip1mlYlerVYNI1wnkf0XbCZo68AE41Kp0dcjKLTOfjcDtrBWNC4SWsxjGQJziJ75GeRlO7m1CyBQ
CHALLENGER,809,CYLiztuJlyrl4DFhkVFvlBSeCeuw5o_7hUrnFvazDil_zNR2yWMMVg0AveUytGUsRrggwobbkK1LjQ
CHALLENGER,809,6sUdwJPyibrgbm4XTybnt8yB-Gayi-Ov2YbWlNp2qIjdh8igEaqrWPJERvzrlGQem71wLfk2d1QrEg
CHALLENGER,808,pErQCBnKKIq4jTSTKuriufgZwmscvb7S0joXwgaUjDsjqw9txCOxtI_KkHT6uQfLjYUjwa4F5-3ovA
CHALLENGER,807,_7IpJxA-jHJwC4hcpRrVSEk_5x_KzqhkDtVybIfAbupta3vPoXgCPNjyMuOx7Vb26tXw0_EXWPdCVA
CHALLENGER,807,Vp3SH5bW1ZlcFu-WiwEoCGvOa6q6C7_iqfqVEOEdE0zx42hwfOx_bQ1mLMs6uR9NhX11M-BlbfbJGg
CHALLENGER,807,dXd2b5wmzxoLwOAgNZe2V9MOlQhRdB1Iz6gWfpi76uukF0Y9pmRa0hCntNHlyS9vLszDIJnv-ARGhQ
CHALLENGER,807,TGukb2xSaWLQlZzpvs6UEmYZc39HkQcAbIZEON5OwR1b9S1wvBzXeYGW_t2dn9uADl9OEdcn06Vmqw
CHALLENGER,807,M_gqDcbcWgScMTpPMFEuzQY-LFafqX3gg1PX9bcwi0eFiCftg3QNvZU909M1qKKlx-qBnk0WjMhiBg
